vid,pid,uid,video_height,video_width,video_duration,video_ratio,video_format,music_title,music_duration,post_content,post_location,post_suggested_words,post_text_language,video_path,post_time,user_following_count,user_follower_count,user_likes_count,user_video_count,user_digg_count,user_heart_count,user_friend_count,popularity,video_details,total_frames,frame_rate,ratio_number,video_is_heng,video_area,video_height/width,video_width/height,post_time_normalized,year,month,day,hour,is_holiday,time_period,is_title,len_title,is_suggested,len_suggested,big_music,log_user_following_count,log_user_follower_count,log_user_likes_count,log_user_video_count,log_user_digg_count,log_user_heart_count,log_music_duration,log_video_duration,uid_popularity,time_period_popularity,post_text_language_popularity,post_location_popularity,big_music_popularity,music_title_popularity,year_popularity,month_popularity,day_popularity,hour_popularity,video_ratio_popularity,likes_per_video,followers_per_following,digg_pre_like_ratio,log_likes_per_video,log_followers_per_following,log_digg_pre_like_ratio,log_likes_per_log_video,log_followers_per_log_following,log_digg_pre_log_like_ratio,main_cluster_popularity,has_face,face_frame_rate,avg_faces_per_frame,multi_person_ratio,avg_face_area_ratio,max_face_area_ratio,close_up_ratio,dominant_emotion,emotion_distribution,rms_mean,rms_std,zcr_mean,tempo,beat_std,spectral_centroid_mean,spectral_rolloff_mean,spectral_contrast_mean,chroma_mean,emotion_label,mfcc_1_mean,delta_mfcc_1_mean,mfcc_2_mean,delta_mfcc_2_mean,mfcc_3_mean,delta_mfcc_3_mean,emotion_entropy,positive_emotion_ratio,cluster_total_count,main_cluster,main_cluster_count,main_cluster_freq
VIDEO00000788,POST00000002,USER00002168,1024,576,52,540p,mp4,FEEL THE GROOVE,112,"IPPUDO,Cupertino,CA,food,foodporn,foodie,foodphotography,yummy,foodstagram,delicious,love,foodblogger,foodlover,follow,bayarea",US,[],it,train/USER00002168/VIDEO00000788.mp4,2022-01-02 04:53,25,1144,10900,131,276,10900,0,4.2,"(1572, 30)",1572,30,540,False,589824,1.7777777777777777,0.5625,0.0008885595386351,2022,1,2,4,False,Sleep Time,True,15,False,0,FEEL THE GROOVE,3.2580965380214817,7.04315991598834,9.29660980712836,4.882801922586371,5.6240175061873385,9.29660980712836,4.727387818712341,3.9702919135521215,1,1379,7,2529,6,6,1235,331,134,110,3446,82.57575757575758,44.0,0.0253187780937528,4.425753496886767,3.80666248977032,0.025003567257253,1.5803030476744506,1.6540629957772008,0.54620089636628,11,1,0.4423,1.1739,0.1739,0.0969,0.3467,0.0435,fear,"{'fear': 0.5, 'neutral': 0.5}",0.1124214306473732,0.0727481171488761,0.1134173886995789,123.046875,1.0927399039527383,2122.897441424492,4069.183609333444,24.976278829912737,0.3811401724815368,unknown,-169.5161895751953,-0.0411518365144729,102.67572784423828,-0.0237852595746517,-15.893308639526367,0.0057644159533083,1.0,0.5,6,2437,1,0.16666666666666666
VIDEO00000792,POST00000005,USER00000952,1024,576,17,540p,mp4,Paradise,60,"First,time,ever,seeing,snow,sevierville,gatlinburg,pidgenforge,smokymountainstennessee,godscountry,winter,snow",US,[],en,train/USER00000952/VIDEO00000792.mp4,2022-01-04 04:14,1440,155,631,2,104700,631,0,5.93,"(517, 30)",517,30,540,False,589824,1.7777777777777777,0.5625,0.0041374625621391,2022,1,4,4,False,Sleep Time,True,12,False,0,Paradise,7.273092595999522,5.049856007249537,6.448889394146857,1.0986122886681096,11.558863947911393,6.448889394146857,4.110873864173311,2.8903717578961645,1,1379,3210,2529,6,6,1235,331,119,110,3446,210.3333333333333,0.1075641915336571,165.66455696202533,5.353436665769116,0.1021631820102319,5.115983151446118,3.07293034972156,0.6103951996973187,1.551756689660884,0,1,0.2941,1.0,0.0,0.0012,0.0027,0.0,none,{},0.2239774167537689,0.108795441687107,0.0865494967149595,123.046875,0.8989790127172728,2205.713706395047,4702.001262160967,23.45044188504105,0.4638188183307647,unknown,-107.15753173828124,0.3045625686645508,93.4773941040039,0.0848692432045936,17.02199935913086,0.0875496491789817,0.0,0.0,6,820,2,0.3333333333333333
VIDEO00000799,POST00000012,USER00000826,1024,576,11,540p,mp4,original sound,10,"Remind,me,to,make,sure,my,bladder,always,stays,healthy,physicaltherapy,stretchpad",US,"['catheter', 'Nurse', 'Nurse Of TikTok', 'nursetiktok', 'nurse life', 'catheter woman installation', 'Physical Therapist', 'nurse guy', 'Nurses Humor', 'Foley Catheter']",en,train/USER00000826/VIDEO00000799.mp4,2022-01-11 15:05,3471,823600,81200000,6181,8925,81200000,0,9.12,"(329, 30)",329,30,540,False,589824,1.7777777777777777,0.5625,0.016409190244371,2022,1,11,15,False,Work Time,True,12,True,10,original sound,8.15248607578024,13.621441468316675,18.212425817447176,8.729397122692061,9.096723645189217,18.212425817447176,2.3978952727983707,2.4849066497880004,1,1425,3210,2529,1470,1470,1235,331,131,202,3446,13134.907796829504,237.21198156682027,0.0001099137917498,9.4831048125468,5.473160956104622,0.0001099077516715,1.871896643520695,1.4882777592377228,0.4734812632004181,6,1,0.9,1.2222,0.2222,0.0489,0.1001,0.0,none,{},0.0506691820919513,0.0251958705484867,0.1164768025026483,61.5234375,1.4142135623730951,2374.4070499229933,4502.150247864804,29.739950600462585,0.2075942158699035,unknown,-292.3982238769531,0.7451350688934326,36.82685852050781,-0.2415217757225036,-42.81001663208008,-0.0947648882865905,0.0,0.0,10,2031,1,0.1
VIDEO00000805,POST00000017,USER00001630,1024,576,11,540p,mp4,original sound,11,"palmspringscalifornia,landings,desert",US,"['palm springs california', 'palm springs', 'desert', 'california', 'Visiting Palm Springs', 'Water In The Desert', 'California Places To Visit', 'Exploring Palm Springs', 'Palm Springs (2020)', 'Palm Desert, California']",un,train/USER00001630/VIDEO00000805.mp4,2022-01-13 03:52,2703,50700,1700000,775,12000,1700000,0,8.71,"(351, 30)",351,30,540,False,589824,1.7777777777777777,0.5625,0.0189330652788212,2022,1,13,3,False,Sleep Time,True,3,True,10,original sound,7.902487437162854,10.833700913250638,14.346139397261563,6.654152520183218,9.39274525863144,14.346139397261563,2.4849066497880004,2.4849066497880004,1,1379,476,2529,1470,1470,1235,331,148,161,3446,2190.721649484536,18.75,0.007058819377165,7.692442655280455,2.9831534913471307,0.0070340225342377,1.874294947668244,1.216929649125486,0.612059164554932,1,1,0.6667,1.75,0.625,0.0023,0.0056,0.0,none,{},0.2555457949638366,0.0631610602140426,0.0246378580729166,151.99908088235293,0.7888106377466155,724.0376000889582,1269.0277099609375,21.66801254536045,0.5302713513374329,unknown,-178.7745819091797,-0.1617414206266403,168.97030639648438,-0.0372003614902496,29.254770278930664,-0.0166044402867555,0.0,0.0,5,512,3,0.6
VIDEO00000808,POST00000020,USER00001032,1024,576,15,540p,mp4,original sound,15,"More,then,200,photos,that,I,ve,taken,over,the,last,year,photographer,travelphotography,incrediblephotography,montage,drone,vanlife,fyp,views",US,[],en,train/USER00001032/VIDEO00000808.mp4,2022-01-14 21:01,1688,115500,5300000,289,65600,5300000,0,7.39,"(455, 30)",455,30,540,False,589824,1.7777777777777777,0.5625,0.0217565575579593,2022,1,14,21,False,Leisure Time,True,20,False,0,original sound,7.4318919168078,11.657034466915162,15.483217567201578,5.66988092298052,11.091346218718432,15.483217567201578,2.772588722239781,2.772588722239781,1,1196,3210,2529,1470,1470,1235,331,111,258,3446,18275.86206896552,68.38365896980461,0.0123773561552158,9.813391171026042,4.239651378257148,0.0123013829385161,2.321363416527489,1.382493345731637,0.6728872062447365,1,1,0.2,1.0,0.0,0.0008,0.0014,0.0,none,{},0.3084011077880859,0.1271940469741821,0.0345931936734303,129.19921875,0.864580823289529,1071.2780308386205,2188.423060932714,22.45311051833411,0.5837286710739136,unknown,-166.50421142578125,-0.0053439526818692,128.99111938476562,-0.0300941579043865,10.124738693237305,-0.0083883851766586,0.0,0.0,8,2302,1,0.125
VIDEO00000810,POST00000022,USER00003425,854,480,45,480p,mp4,Healing music box(97720),239,"Hawley,retainer,update,3,hawleyretainer,retainer,teeth,teethsolution,overbitecorrection,overbite",ZA,[],en,train/USER00003425/VIDEO00000810.mp4,2022-01-15 07:32,58,281,3468,204,5897,3468,0,2.72,"(1367, 30)",1367,30,480,False,409920,1.7791666666666666,0.5620608899297423,0.0224781548152036,2022,1,15,7,False,Sleep Time,True,10,False,0,Healing music box(97720),4.07753744390572,5.641907070938114,8.15162164696975,5.323009979138408,8.682368589375221,8.15162164696975,5.480638923341991,3.828641396489095,2,1379,3210,12,1,1,1235,331,116,58,48,16.917073170731708,4.762711864406779,1.6999135197463249,2.885754066681259,1.7514081737044875,0.9932197427737371,1.2891995543047543,1.1111502639354782,0.9487246003280844,1,1,1.0222,1.0,0.0,0.2085,0.2563,0.0,happy,"{'angry': 0.0278, 'disgust': 0.0278, 'happy': 0.6667, 'neutral': 0.1389, 'sad': 0.0833, 'surprise': 0.0556}",0.0507425591349601,0.0725137591361999,0.0923209934059633,172.265625,0.9027578052509996,1774.737790234441,3268.870838410264,25.78964582245189,0.2543162703514099,unknown,-328.8771057128906,-0.0304469764232635,83.8010025024414,-0.0288445204496383,15.736870765686035,-0.0010461389319971,1.6033999919891355,0.8612,5,984,2,0.4
VIDEO00000825,POST00000035,USER00005155,960,540,59,540p,mp4,original sound - Diikadik,59,"King,Berry,cobain,nih,di,kingberry,strawberry,koreanstrawberry,strawberrykorea,serunyakuliner,buah,reviewbuah",ID,[],id,train/USER00005155/VIDEO00000825.mp4,2022-01-23 07:09,286,444000,19100000,1189,18900,19100000,0,8.12,"(1772, 30)",1772,30,540,False,518400,1.7777777777777777,0.5625,0.0356258626861029,2022,1,23,7,False,Sleep Time,True,12,False,0,original sound ,5.6594822157596205,13.003582093664075,16.765198945372877,7.081708586105575,9.846970109700957,16.765198945372877,4.0943445622221,4.0943445622221,1,1379,35,65,125,1,1235,331,125,58,3446,16050.420168067229,1547.0383275261324,0.0009895287440037,9.683552608635411,7.34474381322697,0.000989039483168,2.0744621965454604,1.9526416127204584,0.5542842576646573,0,1,0.9831,1.0172,0.0172,0.2502,0.4486,0.1724,sad,"{'fear': 0.0714, 'happy': 0.1429, 'neutral': 0.2143, 'sad': 0.4286, 'surprise': 0.1429}",0.0776465162634849,0.0830967128276825,0.1304927801935927,161.4990234375,0.9562160749216522,2282.6368620217195,4403.891307902786,24.7378071045143,0.4020147323608398,unknown,-256.5795593261719,0.065673753619194,85.92940521240234,0.0240127332508564,-19.993785858154297,-0.0060052047483623,2.074199914932251,0.5001,3,883,1,0.3333333333333333
VIDEO00000826,POST00000036,USER00003389,1024,576,38,540p,mp4,Ameno Amapiano Remix (You Wanna Bamba),60,"Tiffany,cupcakes,lulissweetsandtreats,latinabaker,latinxbusiness,cupcakebox,glamcupcakes,cupcaketutorial,cupcakedecorating,tiffanycupcakes",US,[],en,train/USER00003389/VIDEO00000826.mp4,2022-01-24 16:30,326,7974,47200,278,8408,47200,0,5.68,"(1151, 30)",1151,30,540,False,589824,1.7777777777777777,0.5625,0.0379141608029742,2022,1,24,16,False,Work Time,True,10,False,0,Ameno Amapiano Remix (You Wanna Bamba),5.7899601708972535,8.984066927653044,10.762170357789897,5.631211781821365,9.037057839832896,10.762170357789897,4.110873864173311,3.6635616461296463,1,1425,3210,2529,2,2,1235,331,143,227,3446,169.17562724014337,24.38532110091743,0.1781318192411177,5.136831005180864,3.234171097557782,0.1639299798527591,1.6229568157200218,1.3231398567196386,0.7683155034264404,10,1,0.2368,1.3333,0.2222,0.0588,0.6972,0.1111,none,{},0.0903476327657699,0.0454147979617118,0.0952878494816888,112.34714673913044,1.1369259758090458,2307.5801391803298,4945.350362486758,22.892995477091656,0.3714196681976318,unknown,-158.64161682128906,0.0192018337547779,93.95427703857422,-0.0154701815918087,6.382452964782715,-0.0091863553971052,0.0,0.0,2,1132,2,1.0
VIDEO00000827,POST00000037,USER00001561,1024,576,30,540p,mp4,Stir Fry,60,"Easy,Stir,Fry,stirfry,easyrecipe,quickrecipes,dinner,louisiana,beefstirfry,soysauce,foodtok,yum",US,"['stir fry recipe', 'stir fry', 'Chicken Stir Fry', 'stir fry noodles', 'stir fry sauce', 'Fried Rice Recipes', 'beef stir fry', 'Chicken Stir Fry Recipes', 'beef stir fry recipe', 'beef and broccoli recipe']",en,train/USER00001561/VIDEO00000827.mp4,2022-01-25 01:16,1100,1700000,37500000,764,16900,37500000,0,9.8,"(924, 30)",924,30,540,False,589824,1.7777777777777777,0.5625,0.0385156824468894,2022,1,25,1,False,Sleep Time,True,12,True,10,Stir Fry,7.00397413672268,14.346139397261563,17.439851517607305,6.639875833826536,9.735128070758227,17.439851517607305,4.110873864173311,3.4339872044851463,2,1379,3210,2529,1,1,1235,331,123,185,3446,49019.60784313725,1544.0508628519528,0.0004506666546488,10.799996056906023,7.342812109729738,0.0004505651349319,2.2827401775811738,1.792377030735354,0.5279396128251159,4,1,0.1667,1.4,0.4,0.0116,0.0258,0.0,none,{},0.3433602154254913,0.1277776211500167,0.0673515124198717,92.28515625,0.9667260321314664,2516.7692609186324,5960.661819941318,21.32035113630057,0.5728192925453186,unknown,-71.56890106201172,-0.1046717464923858,68.84564971923828,-0.0485143288969993,23.936992645263672,-0.006017368286848,0.0,0.0,5,1764,1,0.2
VIDEO00000829,POST00000039,USER00001286,1024,576,12,540p,mp4,AURA,60,"Progression,after,1,month,using,Hawley,Retainer,Do,you,see,the,different,More,month,to,go,to,see,the,different,hawleyretainer,loveyourself",MY,[],en,train/USER00001286/VIDEO00000829.mp4,2022-01-25 11:31,447,311,8277,72,13700,8277,0,3.62,"(361, 30)",361,30,540,False,589824,1.7777777777777777,0.5625,0.0392189824678168,2022,1,25,11,False,Work Time,True,22,False,0,AURA,6.104793232414985,5.7430031878094825,9.021356672308675,4.290459441148391,9.525224101853109,9.021356672308675,4.110873864173311,2.5649493574615367,1,1425,3210,46,1,1,1235,331,123,118,3446,113.38356164383562,0.6941964285714286,1.6549891278086497,4.73955737669651,0.5272085449806447,0.9764405596981915,1.7052123303586704,0.8083279836501847,0.950492474554219,1,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{},0.3186415731906891,0.1430061906576156,0.0637037358228764,89.10290948275862,1.3664859862498715,1674.2602335028023,3357.101192989865,26.47210020527889,0.4161910712718963,unknown,-54.13009262084961,0.1330264657735824,110.259521484375,0.1023337915539741,-13.55068302154541,0.1278459429740905,0.0,0.0,14,427,2,0.14285714285714285
