vid,pid,uid,video_height,video_width,video_duration,video_ratio,video_format,music_title,music_duration,post_content,post_location,post_suggested_words,post_text_language,video_path,post_time,user_following_count,user_follower_count,user_likes_count,user_video_count,user_digg_count,user_heart_count,user_friend_count,popularity,video_details,total_frames,frame_rate,ratio_number,video_is_heng,video_area,video_height/width,video_width/height,post_time_normalized,year,month,day,hour,is_holiday,time_period,is_title,len_title,is_suggested,len_suggested,big_music,log_user_following_count,log_user_follower_count,log_user_likes_count,log_user_video_count,log_user_digg_count,log_user_heart_count,log_music_duration,log_video_duration,uid_popularity,time_period_popularity,post_text_language_popularity,post_location_popularity,big_music_popularity,music_title_popularity,year_popularity,month_popularity,day_popularity,hour_popularity,video_ratio_popularity,likes_per_video,followers_per_following,digg_pre_like_ratio,log_likes_per_video,log_followers_per_following,log_digg_pre_like_ratio,log_likes_per_log_video,log_followers_per_log_following,log_digg_pre_log_like_ratio,main_cluster_popularity,has_face,face_frame_rate,avg_faces_per_frame,multi_person_ratio,avg_face_area_ratio,max_face_area_ratio,close_up_ratio,dominant_emotion,emotion_distribution,rms_mean,rms_std,zcr_mean,tempo,beat_std,spectral_centroid_mean,spectral_rolloff_mean,spectral_contrast_mean,chroma_mean,emotion_label,mfcc_1_mean,delta_mfcc_1_mean,mfcc_2_mean,delta_mfcc_2_mean,mfcc_3_mean,delta_mfcc_3_mean,emotion_entropy,positive_emotion_ratio,cluster_total_count,main_cluster,main_cluster_count,main_cluster_freq
VIDEO00003127,POST00002186,USER00000996,1280,720,7,720p,mp4,Chamber Of Reflection,60,"Stunning,Open,luxury,hometour,interiordesign,kitcheninspo",US,"['kitchen', 'Kitchen Inspo', 'Luxury Kitchen', 'Luxury Interior Design', 'Luxury House Tour', 'House Floor Plan Design', 'House Design Interior', 'Kitchen Tour', 'Kitchen Ideas Design', 'Luxury House']",en,train/USER00000996/VIDEO00003127.mp4,2023-04-13 03:27,962,70200,792300,195,7822,792300,0,6.51,"(234, 30)",234,30,720,False,921600,1.7777777777777777,0.5625,0.7681763030205306,2023,4,13,3,False,Sleep Time,True,6,True,10,Chamber Of Reflection,6.870053411798125,11.159117834926688,13.582696649100711,5.278114659230517,8.96482339168508,13.582696649100711,4.110873864173311,2.079441541679836,1,1379,3210,2529,1,1,2765,350,148,161,495,4042.3469387755104,72.89719626168224,0.009872510573633,8.304828078171706,4.302674887609021,0.0098240957310315,2.1634992965810995,1.4179214868094634,0.6147575861586563,2,1,0.1429,1.0,0.0,0.0004,0.0004,0.0,none,{},0.2886032462120056,0.0547603853046894,0.0681602841331845,129.19921875,0.9977753031397176,1357.3603754740072,2686.9400024414062,25.786350265024893,0.3764055967330932,unknown,-100.3108139038086,-0.1202567219734191,152.6807098388672,0.2130568623542785,7.037196636199951,0.0398312322795391,0.0,0.0,4,997,1,0.25
VIDEO00003128,POST00002187,USER00004231,1280,720,8,720p,mp4,оригинальный звук,10,"fyp,preppy,lovedaneen,xyzbca,vanillagirl,aesthetic",US,[],un,train/USER00004231/VIDEO00003128.mp4,2023-04-13 04:01,106,38900,1800000,460,13500,1800000,0,5.64,"(259, 30)",259,30,720,False,921600,1.7777777777777777,0.5625,0.7682151846477039,2023,4,13,4,False,Sleep Time,True,6,False,0,оригинальный звук,4.672828834461906,10.568775236216991,14.403297778421791,6.133398042996649,9.510519035757246,14.403297778421791,2.3978952727983707,2.197224577336219,1,1379,476,2529,23,23,2765,350,148,110,495,3904.555314533623,363.5514018691589,0.0074999958333356,8.270155258190004,5.898667561723467,0.007472010703054,2.0191355776876225,1.8630520230070524,0.6174339529474243,342,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{},0.2265644669532776,0.1646572649478912,0.1712462722614247,151.99908088235293,0.8247860988423225,3144.0168746336644,6310.0099625126,23.7399985992157,0.4791747033596039,unknown,-105.47532653808594,0.8249265551567078,47.69617462158203,0.3007605969905853,4.7915754318237305,0.0578814893960952,0.0,0.0,4,1611,1,0.25
VIDEO00003129,POST00002188,USER00002830,1024,576,87,540p,mp4,LoFi(860862),267,"Follow,along,to,learn,how,to,do,a,simple,Flower,Wrap,This,simple,technique,is,an,easy,wrap,for,new,florists,to,try,when,they,are,just,starting,out,or,can,be,a,quick,design,you,can,put,together,if,you,are,in,a,hurry,Head,to,our,online,store,for,all,your,florist,supply,needs,kochandco,florist,floristry,floristlife,florists,floristdiy,howto,freshflowers,floristsofinstagram,floristonline,tipsandtricks,flowerwrap",AU,[],en,train/USER00002830/VIDEO00003129.mp4,2023-04-13 06:49,35,2773,30700,128,23,30700,0,5.74,"(2625, 30)",2625,30,540,False,589824,1.7777777777777777,0.5625,0.7684073056290304,2023,4,13,6,False,Sleep Time,True,68,False,0,LoFi(860862),3.58351893845611,7.928045600874777,10.332050506334692,4.859812404361672,3.1780538303479453,10.332050506334692,5.5909869805108565,4.477336814478206,1,1379,3210,115,1,1,2765,350,148,69,3446,237.984496124031,77.02777777777777,0.0007491612651053,5.476398680053447,4.357064888648133,0.0007488807838798,1.7632049958876108,1.7296853590715653,0.2804482585540359,1,1,0.9885,1.2093,0.186,0.0172,0.0277,0.0,sad,"{'fear': 0.0417, 'happy': 0.0417, 'sad': 0.9167}",0.0700211450457573,0.0524173341691494,0.0481427429587977,80.74951171875,1.1388654292714024,1351.727352290409,2597.356905603105,23.926835021154297,0.3782819807529449,unknown,-271.7203369140625,-0.0315934270620346,125.11813354492188,0.0202796179801225,18.6761417388916,0.0183531809598207,0.4972999989986419,0.0417,43,1597,4,0.09302325581395349
VIDEO00003130,POST00002189,USER00000276,1024,576,30,540p,mp4,FLOWER,60,"JISOO,jisoo,blackpink,flower,fancam",PE,"['flower', 'jisoo flower', 'BLACKPINK', 'jisoo', 'jisoo flower dance', 'all eyes on me jisoo', 'blackpink dance', 'flower dance', 'Jisoo Blackpink', 'blackpinkofficial']",en,train/USER00000276/VIDEO00003130.mp4,2023-04-13 10:14,436,548900,45200000,4742,13000,45200000,0,12.89,"(926, 30)",926,30,540,False,589824,1.7777777777777777,0.5625,0.7686417389693395,2023,4,13,10,False,Work Time,True,5,True,10,FLOWER,6.07993319509559,13.21567337636179,17.626607666926354,8.46442512587758,9.472781556562168,17.626607666926354,4.110873864173311,3.4339872044851463,1,1425,3210,7,2,2,2765,350,148,85,3446,9529.833438751844,1256.064073226545,0.0002876106131059,9.162287447048048,7.13653418042286,0.0002875692611022,1.862406583864432,1.8666381464611204,0.5085618232772553,15,1,1.0333,1.1935,0.1613,0.0428,0.1746,0.0,neutral,"{'happy': 0.25, 'neutral': 0.5, 'sad': 0.25}",0.0292658433318138,0.0096690701320767,0.0982682536419173,123.046875,0.4699613640107568,2326.6425973137384,5031.427194695723,26.013620147047444,0.3059767782688141,unknown,-269.2363586425781,0.0141371879726648,89.30432891845703,0.0775322467088699,-4.573192119598389,-0.0038939281366765,1.5,0.75,5,1224,3,0.6
VIDEO00003131,POST00002190,USER00000712,1280,720,12,720p,mp4,Karma,60,"Today,s,going,to,be,a,good,fieldtrip,kindergarten,kindergartenteacher,firstfieldtrip,firstyearteacher,teachersoftiktok",US,[],en,train/USER00000712/VIDEO00003131.mp4,2023-04-13 13:10,409,1694,55000,68,4817,55000,0,4.99,"(375, 30)",375,30,720,False,921600,1.7777777777777777,0.5625,0.7688430085688245,2023,4,13,13,False,Work Time,True,13,False,0,Karma,6.016157159698353,7.43543801981455,10.9151066458675,4.23410650459726,8.480114183174816,10.9151066458675,4.110873864173311,2.5649493574615367,1,1425,3210,2529,1,1,2765,350,148,143,495,797.1014492753624,4.131707317073171,0.0875802258140761,6.682235718787296,1.635438414159247,0.083955252123284,2.0853810743591983,1.0597593312938594,0.7117111441143468,2,1,1.0,1.1667,0.1667,0.005,0.0169,0.0,none,{},0.2123820930719375,0.0763027966022491,0.0809221799488847,89.10290948275862,1.4865653511399612,2366.523279219354,5213.356579635223,22.96158820890376,0.3474813997745514,unknown,-70.29499816894531,0.4929903745651245,85.01639556884766,-0.0623309463262558,10.875886917114258,-0.0906872823834419,0.0,0.0,7,499,2,0.2857142857142857
VIDEO00003132,POST00002191,USER00002782,1024,576,15,540p,mp4,COLLIDE X HOLD YUH BY ALTÉGO,23,"Dentures,prosthodontics,prosthodontics,dentalschool,dentalstudent,dental,dentistry,denturesmile",SE,[],en,train/USER00002782/VIDEO00003132.mp4,2023-04-13 13:49,42,35400,798800,47,882,798800,0,6.87,"(478, 30)",478,30,540,False,589824,1.7777777777777777,0.5625,0.7688876080823467,2023,4,13,13,False,Work Time,True,8,False,0,COLLIDE X HOLD YUH BY ALTÉGO,3.7612001156935615,10.474495347310452,13.59086713240083,3.87120101090789,6.78332520060396,13.59086713240083,3.1780538303479453,2.772588722239781,8,1425,3210,20,1,1,2765,350,148,143,3446,16641.666666666668,823.2558139534884,0.0011041548520845,9.719724957945768,6.714480935555703,0.0011035457214575,2.790044406290632,2.1999695649811257,0.464902129465681,55,1,0.1333,1.0,0.0,0.0271,0.0473,0.0,none,{},0.2020433843135833,0.0887900590896606,0.1217578409712099,198.76802884615384,0.434842362299235,2363.625503080772,4546.864536830357,25.997868926023344,0.2847502529621124,unknown,-96.22027587890624,0.1981304436922073,78.88563537597656,0.0720081180334091,-33.97570037841797,0.0467352122068405,0.0,0.0,6,1433,2,0.3333333333333333
VIDEO00003133,POST00002192,USER00003574,1280,720,68,720p,mp4,She Share Story (for Vlog),77,"Ghirardelli,double,dark,chocolate,brownie,foodie,fastfood,outback,fyp",US,"['fast food', 'food', 'food videos', 'brownies', 'food tiktoks', 'Trying Ghirardelli Chocolate', 'Food Videos On Tiktok', 'brownie de chocolate', 'chocolate', 'dark chocolate']",en,train/USER00003574/VIDEO00003133.mp4,2023-04-13 22:11,514,4100000,306500000,1192,9941,306500000,0,9.52,"(2049, 30)",2049,30,720,False,921600,1.7777777777777777,0.5625,0.7694616838717867,2023,4,13,22,False,Leisure Time,True,9,True,10,She Share Story (for Vlog),6.244166900663736,15.226497775576943,19.540728316603182,7.084226422097916,9.204523486654615,19.540728316603182,4.356708826689592,4.23410650459726,3,1196,3210,2529,9,9,2765,350,148,212,495,256915.33948030177,7961.165048543689,3.243393137868212e-05,12.456505783567838,8.982456232878652,3.243340541005971e-05,2.417142630145708,2.1018977039556943,0.448110862710479,3,1,0.8382,1.0526,0.0526,0.1521,0.3211,0.0175,happy,"{'happy': 0.5789, 'neutral': 0.1053, 'sad': 0.0526, 'surprise': 0.2632}",0.1363116800785064,0.0777666568756103,0.1205669508139238,112.34714673913044,1.6001199955003376,2167.7011813147983,3878.24263742934,26.018746547129137,0.3165289163589477,unknown,-175.4434356689453,0.0324693471193313,107.439208984375,0.0117044653743505,-24.67358016967773,-0.0224614944308996,1.5288000106811523,0.9474,4,918,2,0.5
VIDEO00003134,POST00002193,USER00003214,1280,720,42,720p,mp4,HOT,59,"Attention,Make,this,with,me,and,Be,sure,to,SAVE,this,tutorial,if,you,want,to,make,a,similar,mirror,using,crushed,glass,from,michaelsstores,Glitter,from,walmart,Buy,1,Get,1,50,off,SALE,Canvas,Sale,Click,the,link,in,my,bio,to,shop,custom,Abstracts,with,your,choice,of,colors,and,FREE,shipping,Click,link,in,bio,for,Custom,Canvases,more,Subscribe,in,bio,for,EXCLUSIVE,content,For,more,diys,inspo,DIY,Designs,YouTube,TikTok,FB,IG,YOU,FOR,FOLLOWING,handmade,custom,art,artistsoninstagram,home,diy,diyhome,glamhome,glam,glamour,decorideas,decorlovers,decor,design,interiordecor,instahome,inspohome,instalike,trending,trend,viral,Baltimore,explorepage,reels,support,supportsmallbusiness,how,canvas,crushedglass,glitter",US,"['DIY Mirror', 'mirrors', 'Mirror Decor', 'mirror decor diy', 'mirror decor ideas diy', 'Mirror Decoration Ideas', 'home decor mirror', 'mirror glass', 'diy', 'Mirror Design Ideas']",en,train/USER00003214/VIDEO00003134.mp4,2023-04-13 23:35,117,76900,705300,566,1953,705300,0,7.64,"(1273, 30)",1273,30,720,False,921600,1.7777777777777777,0.5625,0.76955774436245,2023,4,13,23,False,Sleep Time,True,112,True,10,HOT,4.770684624465664,11.250274159310356,13.466379941031647,6.340359303727752,7.577633832602728,13.466379941031647,4.0943445622221,3.7612001156935615,1,1379,3210,2529,1,1,2765,350,148,247,495,1243.915343915344,651.6949152542373,0.0027690305273918,7.126822809731771,6.481109815284854,0.0027652038249039,1.8345668629862355,1.9495562297085456,0.5238099554616247,20,1,0.1905,1.125,0.125,0.0684,0.2954,0.0,none,{},0.2561491429805755,0.123097151517868,0.0557421019772851,99.38401442307692,0.4997703788627467,2067.316062003165,4475.635607489224,24.41929293314864,0.4102727174758911,unknown,-139.2945098876953,0.0867708623409271,83.7276840209961,-0.0587436184287071,12.50054931640625,0.0220922995358705,0.0,0.0,65,1388,4,0.06153846153846154
VIDEO00003135,POST00002194,USER00000892,1280,720,11,720p,mp4,Slipping Through My Fingers SmoochGod Cover,27,"duet,with,gardnerscookies,pimplepopper,looks",US,"['pimple popper', 'popper', 'turning a pimple into a mole', 'pimple on the nose', 'pimples inside my nose', 'cookies guy', 'pimple patches', 'huge pimples bursting', 'tiktok pimple patches', 'eye pimple']",en,train/USER00000892/VIDEO00003135.mp4,2023-04-14 00:24,794,17000000,222600000,1735,7270,222600000,0,9.47,"(349, 30)",349,30,720,False,921600,1.7777777777777777,0.5625,0.7696137796486702,2023,4,14,0,False,Sleep Time,True,5,True,10,Slipping Through My Fingers SmoochGod Cover,6.678342114654332,16.648723960844016,19.22088700129808,7.459338895220295,8.891649112650057,19.22088700129808,3.332204510175204,2.4849066497880004,1,1379,3210,2529,1,1,2765,350,111,214,495,128225.80645161292,21383.64779874214,3.2659478739175744e-05,11.761555900297152,9.970428550978603,3.265894543004133e-05,2.2721500154294905,2.168270664714126,0.4397259681080883,1,1,1.0909,1.4167,0.4167,0.0855,0.1329,0.0,neutral,"{'happy': 0.2, 'neutral': 0.6, 'sad': 0.2}",0.1623867452144622,0.0393450856208801,0.1554781062874251,83.35433467741936,0.4791574237499549,2204.3039368462246,4095.563657840569,26.549757069032207,0.306865930557251,unknown,-71.74103546142578,-0.9465374946594238,104.55594635009766,-0.1843289136886596,-50.935455322265625,0.0104929907247424,1.371000051498413,0.8,2,1208,1,0.5
VIDEO00003136,POST00002195,USER00001884,1280,720,48,720p,mp4,Where the Party At (feat. Nelly),60,"Watch,me,slay,this,synthetic,wig,hair,from,Webster,Wigs,wiginstall,syntheticwig,websterwigs,fyp,hairtransformation,wigtok,wigtutorial",US,[],en,train/USER00001884/VIDEO00003136.mp4,2023-04-14 02:10,885,1300000,52400000,709,38200,52400000,0,8.05,"(2903, 60)",2903,60,720,False,921600,1.7777777777777777,0.5625,0.7697349988392691,2023,4,14,2,False,Sleep Time,True,17,False,0,Where the Party At (feat. Nelly),6.786716950605081,14.077875591662238,17.77441716837524,6.5652649700353605,10.5506169722625,17.77441716837524,4.110873864173311,3.8918202981106265,3,1379,3210,2529,2,2,2765,350,111,165,495,73802.81690140846,1467.2686230248307,0.0007290076196754,11.209165728782434,7.291839178146355,0.0007287420226944,2.349477148358514,1.8079346765735835,0.5619677499248602,1,1,1.0,1.3542,0.2917,0.1032,0.23,0.0,happy,{'happy': 1.0},0.2556077241897583,0.1081708148121833,0.0898969361054462,95.703125,0.7094250617109069,2072.727009794795,4152.71025381253,23.51967189420169,0.3863203227519989,unknown,-64.63302612304688,-0.0326754711568355,96.3265380859375,-0.0130853299051523,-16.968948364257812,-0.0031226847786456,-0.0,1.0,9,1233,1,0.1111111111111111
