rms_mean,rms_std,zcr_mean,tempo,beat_std,spectral_centroid_mean,spectral_rolloff_mean,spectral_contrast_mean,chroma_mean,emotion_label,mfcc_1_mean,delta_mfcc_1_mean,mfcc_2_mean,delta_mfcc_2_mean,mfcc_3_mean,delta_mfcc_3_mean,vid
0.038484323769807816,0.028618115931749344,0.10337758287091121,117.45383522727273,1.5201782225301244,1936.5247380936344,3674.8909923517817,24.892562673727237,0.3509075939655304,unknown,-300.13360595703125,0.005920677445828915,112.05225372314453,0.011821070685982704,-6.278109073638916,0.005342723336070776,VIDEO00003951
0.13636048138141632,0.060527246445417404,0.07327819644174041,151.99908088235293,0.816496580927726,1112.1006012239618,1828.4801922013273,26.161178712196282,0.31385573744773865,unknown,-207.78956604003906,0.21370896697044373,195.39224243164062,-0.16142410039901733,-69.54156494140625,-0.10877086967229843,VIDEO00004841
0.22953134775161743,0.1005491390824318,0.07147736245013298,123.046875,0.5390846361175202,2207.9006026622014,5072.4151611328125,21.50778487226024,0.5026673674583435,unknown,-62.2159538269043,0.040375977754592896,88.03858184814453,-0.05821504071354866,8.33089542388916,-0.046377718448638916,VIDEO00002073
0.3087843656539917,0.06031724810600281,0.02234711518158784,129.19921875,0.605692913385524,1041.7819479274076,2258.6220406197212,23.472642346374695,0.5270709991455078,unknown,-127.11957550048828,-0.14325319230556488,144.1525421142578,0.018800677731633186,-2.3263747692108154,0.03593795746564865,VIDEO00003324
0.07217775285243988,0.020933691412210464,0.025264195033482144,99.38401442307692,1.7853571071357126,804.5580463239758,1414.2459869384766,26.341019376801793,0.37485772371292114,unknown,-285.86712646484375,0.13625815510749817,163.6937713623047,-0.13126643002033234,15.820612907409668,0.07223979383707047,VIDEO00002612
0.15218640863895416,0.07311417162418365,0.11207637495221713,129.19921875,1.3588922433447568,2154.1612732330614,4007.042650695241,25.449735499290316,0.3240245580673218,unknown,-157.51095581054688,0.093736931681633,99.8427734375,0.027692273259162903,6.587646484375,-0.026601063087582588,VIDEO00002020
0.031467121094465256,0.07952886074781418,0.014779408772786459,89.10290948275862,2.0,458.7058897900145,854.066276550293,20.647298285831106,0.6311037540435791,unknown,-428.2169494628906,-0.029334798455238342,75.58282470703125,0.002418299438431859,40.26473617553711,0.06552523374557495,VIDEO00004181
0.3452233672142029,0.07079687714576721,0.07926093207465278,129.19921875,0.888321814579887,2079.1794933168694,4452.513122558594,22.587665586121556,0.3945595324039459,unknown,-2.4111266136169434,0.4496346712112427,97.06083679199219,-0.03459200635552406,-2.4742705821990967,0.0647749975323677,VIDEO00004869
0.07625846564769745,0.04995521903038025,0.15671265973688178,135.99917763157896,1.2314742894676423,2339.989561366067,4001.1951257869046,25.06013220132039,0.3637152314186096,unknown,-245.03517150878906,0.015069356188178062,97.89781188964844,-0.010007994249463081,-11.858498573303223,-0.0018615837907418609,VIDEO00003097
0.3660188615322113,0.2187892347574234,0.06977988189121462,172.265625,0.7349593793239176,2096.6698770607013,4478.461873756265,23.277955355050725,0.5602811574935913,unknown,-99.4613037109375,0.35920462012290955,80.86426544189453,0.11610781401395798,3.8896026611328125,-0.01428013015538454,VIDEO00000899
0.0780080184340477,0.043687671422958374,0.11137246360894756,143.5546875,1.1809282038140383,2109.82129960313,4064.4534496550864,24.799633622535694,0.3592040240764618,unknown,-210.08140563964844,-0.05759025365114212,106.73971557617188,0.051432136446237564,5.915733814239502,-0.0058188363909721375,VIDEO00003718
0.28434330224990845,0.1541178673505783,0.0768789188406527,99.38401442307692,1.1146609959097291,2186.4186800906814,4689.405890379482,23.984770815906145,0.4405037462711334,unknown,-110.56348419189453,0.11183268576860428,91.83595275878906,-0.10722090303897858,18.291019439697266,0.04112427309155464,VIDEO00004954
0.07133161276578903,0.06553235650062561,0.07071686886668262,117.45383522727273,1.5924562236358641,1428.7875701245032,2629.54013910289,23.555896417383778,0.3413730561733246,unknown,-255.32533264160156,-0.1428748518228531,144.7996063232422,-0.020195867866277695,-9.601261138916016,0.032908957451581955,VIDEO00004189
0.0917384922504425,0.05791519209742546,0.16124389015352428,107.666015625,1.7458428757877313,2535.2784047946757,4544.810440516708,25.315764986229564,0.38304612040519714,unknown,-170.29441833496094,-0.02597556822001934,89.39547729492188,0.027601346373558044,-24.651409149169922,0.01959586888551712,VIDEO00002700
0.12811529636383057,0.06342250853776932,0.12495669958726414,117.45383522727273,1.1970347737335831,2139.2304442954214,3420.163343897406,24.987665363611843,0.27901896834373474,unknown,-139.83328247070312,0.2610189616680145,93.2472915649414,-0.09835097193717957,-53.88797378540039,-0.05605880916118622,VIDEO00003302
0.10723229497671127,0.050250809639692307,0.05426360309172809,135.99917763157896,0.84589921234757,1486.4003808178352,2987.630528255528,24.333242140233754,0.38714364171028137,unknown,-185.19456481933594,-0.005604886915534735,129.42465209960938,0.030955646187067032,-0.8127175569534302,-0.04123372212052345,VIDEO00001471
0.09454500675201416,0.06235754117369652,0.1139331306378866,151.99908088235293,1.228581928696637,2079.1282463628863,3766.857689926305,24.247267559678278,0.3386269807815552,unknown,-206.1730499267578,-0.018881572410464287,104.19375610351562,-0.014040657319128513,-9.189614295959473,-0.00379653531126678,VIDEO00002602
